time,Va,Vb,Vc,Vd,I1,I2,I3
0.052500,-13489.260742,-7357.778320,82.989594,25.398497,-1.226296,-0.744077,-0.482220
0.053000,-10807.521484,-5895.011719,71.721352,22.004023,-0.982502,-0.596673,-0.385829
0.053500,-8098.742188,-4417.495605,57.530506,17.687876,-0.736249,-0.447503,-0.288747
0.054000,-5369.720215,-2928.938232,40.558949,12.493216,-0.488156,-0.296950,-0.191207
0.054500,-2627.303223,-1433.074463,20.976446,6.472007,-0.238846,-0.145405,-0.093441
0.055000,121.707001,66.385635,-1.021709,-0.315704,0.011064,0.006741,0.004324
0.055500,2870.413086,1565.679810,-25.215542,-7.802043,0.260947,0.159090,0.101857
0.056000,5611.944336,3061.060547,-51.363316,-15.912208,0.510177,0.311242,0.198934
0.056500,8339.422852,4548.776367,-79.203499,-24.565079,0.758129,0.462798,0.295331
0.057000,11046.056641,6025.122070,-108.458145,-33.674274,1.004187,0.613358,0.390829
0.057500,13725.107422,7486.422363,-138.835266,-43.148869,1.247737,0.762526,0.485211
0.058000,16369.826172,8928.996094,-170.030762,-52.894016,1.488166,0.909903,0.578263
0.058500,18973.656250,10349.266602,-201.733551,-62.812542,1.724878,1.055100,0.669778
0.059000,21530.060547,11743.669922,-233.626572,-72.805244,1.957278,1.197730,0.759549
0.059500,24032.648438,13108.717773,-265.391113,-82.772263,2.184786,1.337411,0.847375
0.060000,26475.148438,14440.990234,-296.709564,-92.613953,2.406832,1.473770,0.933062
0.060500,28851.494141,15737.178711,-327.269470,-102.232124,2.622863,1.606445,1.016418
0.061000,31155.705078,16994.021484,-356.765106,-111.530533,2.832337,1.735079,1.097258
0.061500,33382.062500,18208.398438,-384.902130,-120.416405,3.034733,1.859330,1.175403
0.062000,35524.964844,19377.253906,-411.398987,-128.800827,3.229542,1.978865,1.250677
0.062500,37579.089844,20497.685547,-435.991333,-136.600143,3.416281,2.093368,1.322913
0.063000,39539.292969,21566.886719,-458.433380,-143.736420,3.594481,2.202532,1.391949
0.063500,41400.660156,22582.177734,-478.500641,-150.138260,3.763696,2.306068,1.457628
0.064000,43158.531250,23541.017578,-495.992645,-155.741684,3.923503,2.403701,1.519802
0.064500,44808.531250,24441.017578,-510.734772,-160.490799,4.073503,2.495175,1.578328
0.065000,46346.546875,25279.935547,-522.579712,-164.338150,4.213323,2.580251,1.633071
0.065500,47768.710938,26055.660156,-531.409058,-167.245239,4.342610,2.658707,1.683903
0.066000,49071.488281,26766.265625,-537.134644,-169.183060,4.461044,2.730340,1.730704
0.066500,50251.613281,27409.970703,-539.699280,-170.132248,4.568328,2.794967,1.773361
0.067000,51306.128906,27985.162109,-539.077209,-170.083267,4.664194,2.852424,1.811770
0.067500,52232.410156,28490.406250,-535.274658,-169.036667,4.748401,2.902568,1.845833
0.068000,53028.132813,28924.435547,-528.329895,-167.002899,4.820739,2.945276,1.875463
0.068500,53691.304688,29286.166016,-518.311951,-164.002274,4.881028,2.980448,1.900580
0.069000,54220.285156,29574.701172,-505.321259,-160.064789,4.929117,3.008002,1.921114
0.069500,54613.746094,29789.316406,-489.487244,-155.229721,4.964886,3.027880,1.937006
0.070000,54870.699219,29929.472656,-470.968292,-149.545410,4.988245,3.040044,1.948201
0.070500,54990.500000,29994.818359,-449.949371,-143.068665,4.999136,3.044477,1.954660
0.071000,54972.863281,29985.197266,-426.640656,-135.864197,4.997533,3.041184,1.956349
0.071500,54817.808594,29900.623047,-401.274902,-128.003998,4.983437,3.030190,1.953247
0.072000,54525.750000,29741.318359,-374.106110,-119.566750,4.956886,3.011543,1.945344
0.072500,54097.398438,29507.671875,-345.404724,-110.636459,4.917945,2.985308,1.932638
0.073000,53533.839844,29200.275391,-315.458344,-101.302582,4.866713,2.951573,1.915139
0.073500,52836.464844,28819.890625,-284.565582,-91.658211,4.803315,2.910446,1.892869
0.074000,52007.031250,28367.472656,-253.035461,-81.799805,4.727912,2.862051,1.865861
0.074500,51047.597656,27844.144531,-221.182861,-71.825844,4.640691,2.806533,1.834158
0.075000,49960.574219,27251.222656,-189.326202,-61.836006,4.541871,2.744055,1.797816
0.075500,48748.703125,26590.201172,-157.784317,-51.930290,4.431700,2.674798,1.756902
0.076000,47414.957031,25862.703125,-126.871162,-42.207287,4.310451,2.598958,1.711493
0.076500,45962.714844,25070.572266,-96.896515,-32.764431,4.178429,2.516747,1.661682
0.077000,44395.574219,24215.767578,-68.159302,-23.695894,4.035961,2.428393,1.607569
0.077500,42717.468750,23300.437500,-40.946945,-15.092374,3.883406,2.334138,1.549268
0.078000,40932.589844,22326.867188,-15.531342,-7.039836,3.721144,2.234240,1.486905
0.078500,39045.398438,21297.490234,7.833561,0.381261,3.549582,2.128966,1.420616
0.079000,37060.613281,20214.880859,28.914307,7.096766,3.369147,2.018597,1.350550
0.079500,34983.238281,19081.765625,47.499928,13.039474,3.180294,1.903427,1.276868
0.080000,32818.382813,17900.935547,63.405437,18.150236,2.983489,1.783753,1.199736
0.080500,30571.496094,16675.361328,76.471519,22.377861,2.779227,1.659889,1.119338
0.081000,28248.197266,15408.107422,86.567650,25.680111,2.568018,1.532154,1.035864
0.081500,25854.294922,14102.342773,93.592926,28.023994,2.350390,1.400875,0.949515
0.082000,23395.812500,12761.352539,97.477112,29.386065,2.126892,1.266388,0.860505
0.082500,20878.808594,11388.441406,98.181541,29.752775,1.898074,1.129026,0.769048
0.083000,18309.667969,9987.091797,95.699173,29.120441,1.664515,0.989139,0.675376
0.083500,15694.711914,8560.751953,90.054672,27.495358,1.426792,0.847070,0.579722
0.084000,13040.529297,7113.016113,81.304512,24.893770,1.185503,0.703171,0.482332
0.084500,10353.750000,5647.500000,69.536072,21.341663,0.941250,0.557796,0.383454
0.085000,7641.092285,4167.868652,54.866966,16.874537,0.694645,0.411300,0.283345
0.085500,4909.335938,2677.819580,37.443756,11.537024,0.446303,0.264038,0.182266
0.086000,2165.308105,1181.077148,17.440529,5.382451,0.196846,0.116364,0.080483
0.086500,-584.079224,-318.588654,-4.942396,-1.527543,-0.053098,-0.031365,-0.021733
0.087000,-3332.058838,-1817.486694,-29.482229,-9.124181,-0.302914,-0.178800,-0.124114
0.087500,-6071.709961,-3311.841797,-55.933365,-17.331434,-0.551974,-0.325591,-0.226383
0.088000,-8796.185547,-4797.919434,-84.031532,-26.067301,-0.799653,-0.471389,-0.328264
0.088500,-11498.674805,-6272.004395,-113.495949,-35.244488,-1.045334,-0.615851,-0.429483
0.089000,-14172.422852,-7730.412598,-144.032242,-44.771305,-1.288402,-0.758638,-0.529764
0.089500,-16810.697266,-9169.471680,-175.334686,-54.552372,-1.528245,-0.899414,-0.628832
0.090000,-19407.003906,-10585.638672,-207.091690,-64.490326,-1.764273,-1.037855,-0.726418
0.090500,-21954.755859,-11975.321289,-238.984772,-74.485504,-1.995887,-1.173634,-0.822253
0.091000,-24447.679688,-13335.097656,-270.696503,-84.438416,-2.222516,-1.306440,-0.916076
0.091500,-26879.494141,-14661.541992,-301.909302,-94.249420,-2.443590,-1.435963,-1.007627
0.092000,-29244.126953,-15951.341797,-332.311493,-103.820496,-2.658557,-1.561903,-1.096654
0.092500,-31535.664063,-17201.271484,-361.599182,-113.056000,-2.866879,-1.683967,-1.182911
0.093000,-33748.375000,-18408.205078,-389.479706,-121.863655,-3.068034,-1.801872,-1.266162
0.093500,-35876.734375,-19569.128906,-415.674561,-130.155472,-3.261521,-1.915345,-1.346176
0.094000,-37915.382813,-20681.117188,-439.921509,-137.848434,-3.446853,-2.024120,-1.422733
0.094500,-39859.296875,-21741.435547,-461.979248,-144.865997,-3.623573,-2.127946,-1.495627
0.095000,-41703.589844,-22747.412109,-481.626953,-151.137878,-3.791235,-2.226578,-1.564657
0.095500,-43443.636719,-23696.529297,-498.668182,-156.601410,-3.949422,-2.319786,-1.629636
0.096000,-45075.105469,-24586.421875,-512.932800,-161.201996,-4.097737,-2.407349,-1.690388
0.096500,-46593.902344,-25414.855469,-524.278198,-164.893661,-4.235809,-2.489058,-1.746752
0.097000,-47996.242188,-26179.767578,-532.591003,-167.639572,-4.363295,-2.564718,-1.798577
0.097500,-49278.585938,-26879.228516,-537.788086,-169.412186,-4.479871,-2.634144,-1.845727
0.098000,-50437.785156,-27511.519531,-539.817749,-170.193924,-4.585253,-2.697170,-1.888083
0.098500,-51470.902344,-28075.037109,-538.659668,-169.976929,-4.679173,-2.753638,-1.925535
0.099000,-52375.382813,-28568.390625,-534.325317,-168.763336,-4.761398,-2.803406,-1.957992
0.099500,-53148.957031,-28990.339844,-526.857971,-166.565292,-4.831723,-2.846348,-1.985375
0.100000,-53789.679688,-29339.824219,-516.332336,-163.404739,-4.889971,-2.882349,-2.007622
