time,Va,Vb,Vc,Vd,I1,I2,I3
0.175000,-45.901955,-27.541172,0.864418,0.108161,-0.003672,-0.002841,-0.000832
0.175500,-41.404205,-24.842524,0.895983,0.117549,-0.003312,-0.002574,-0.000738
0.176000,-36.803139,-22.081882,0.897767,0.121990,-0.002944,-0.002298,-0.000646
0.176500,-32.110088,-19.266052,0.869756,0.121440,-0.002569,-0.002014,-0.000555
0.177000,-27.336596,-16.401957,0.812224,0.115903,-0.002187,-0.001721,-0.000466
0.177500,-22.494959,-13.496975,0.725753,0.105437,-0.001800,-0.001422,-0.000377
0.178000,-17.596910,-10.558146,0.611199,0.090143,-0.001408,-0.001117,-0.000291
0.178500,-12.655067,-7.593040,0.469716,0.070178,-0.001012,-0.000806,-0.000206
0.179000,-7.681593,-4.608956,0.302712,0.045739,-0.000615,-0.000491,-0.000123
0.179500,-2.688729,-1.613238,0.111851,0.017069,-0.000215,-0.000173,-0.000043
0.180000,2.310665,1.386399,-0.100948,-0.015543,0.000185,0.000149,0.000036
0.180500,7.304284,4.382570,-0.333565,-0.051771,0.000584,0.000472,0.000113
0.181000,12.279646,7.367787,-0.583676,-0.091255,0.000982,0.000795,0.000187
0.181500,17.224504,10.334702,-0.848792,-0.133601,0.001378,0.001118,0.000260
0.182000,22.126123,13.275674,-1.126244,-0.178383,0.001770,0.001440,0.000330
0.182500,26.972624,16.183575,-1.413281,-0.225156,0.002158,0.001760,0.000398
0.183000,31.751522,19.050913,-1.707013,-0.273451,0.002540,0.002076,0.000464
0.183500,36.451237,21.870743,-2.004527,-0.322788,0.002916,0.002388,0.000529
0.184000,41.059666,24.635799,-2.302829,-0.372670,0.003285,0.002694,0.000591
0.184500,45.565472,27.339283,-2.598949,-0.422601,0.003645,0.002994,0.000651
0.185000,49.957554,29.974533,-2.889940,-0.472084,0.003997,0.003286,0.000710
0.185500,54.224602,32.534760,-3.172871,-0.520621,0.004338,0.003571,0.000767
0.186000,58.356277,35.013767,-3.444937,-0.567730,0.004669,0.003846,0.000823
0.186500,62.341938,37.405163,-3.703400,-0.612937,0.004987,0.004111,0.000876
0.187000,66.171921,39.703152,-3.945696,-0.655794,0.005294,0.004365,0.000929
0.187500,69.836365,41.901817,-4.169387,-0.695869,0.005587,0.004607,0.000980
0.188000,73.326263,43.995758,-4.372246,-0.732764,0.005866,0.004837,0.001029
0.188500,76.633011,45.979805,-4.552253,-0.766112,0.006131,0.005053,0.001077
0.189000,79.748085,47.848850,-4.707596,-0.795575,0.006380,0.005256,0.001124
0.189500,82.663956,49.598373,-4.836735,-0.820863,0.006613,0.005444,0.001170
0.190000,85.373093,51.223854,-4.938369,-0.841721,0.006830,0.005616,0.001214
0.190500,87.868942,52.721367,-5.011492,-0.857942,0.007030,0.005773,0.001256
0.191000,90.145065,54.087040,-5.055365,-0.869363,0.007212,0.005914,0.001297
0.191500,92.195892,55.317535,-5.069555,-0.875869,0.007376,0.006039,0.001337
0.192000,94.016342,56.409805,-5.053919,-0.877397,0.007521,0.006146,0.001375
0.192500,95.601730,57.361038,-5.008614,-0.873931,0.007648,0.006237,0.001411
0.193000,96.948219,58.168930,-4.934089,-0.865505,0.007756,0.006310,0.001446
0.193500,98.052345,58.831406,-4.831094,-0.852203,0.007844,0.006366,0.001478
0.194000,98.911423,59.346855,-4.700652,-0.834159,0.007913,0.006405,0.001508
0.194500,99.523247,59.713947,-4.544074,-0.811553,0.007962,0.006426,0.001536
0.195000,99.886322,59.931793,-4.362922,-0.784611,0.007991,0.006429,0.001561
0.195500,99.999733,59.999840,-4.159004,-0.753603,0.008000,0.006416,0.001584
0.196000,99.863205,59.917923,-3.934350,-0.718835,0.007989,0.006385,0.001604
0.196500,99.477074,59.686245,-3.691221,-0.680659,0.007958,0.006338,0.001620
0.197000,98.842308,59.305386,-3.432038,-0.639455,0.007907,0.006274,0.001634
0.197500,97.960457,58.776276,-3.159380,-0.595632,0.007837,0.006194,0.001643
0.198000,96.833794,58.100277,-2.875993,-0.549632,0.007747,0.006098,0.001649
0.198500,95.465050,57.279030,-2.584686,-0.501911,0.007637,0.005986,0.001651
0.199000,93.857742,56.314644,-2.288392,-0.452949,0.007509,0.005860,0.001648
0.199500,92.015854,55.209511,-1.990060,-0.403234,0.007361,0.005720,0.001641
